observed_date,rank,licensee,assignment_count
2025-12-17,7,KIWIRAIL,1823
2025-12-17,8,KORDIA LIMITED,1515
2025-12-17,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2025-12-17,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-12-17,11,ENTAIN NEW ZEALAND LIMITED,657
2025-12-17,12,SPACE OPERATIONS NEW ZEALAND LIMITED,608
2025-12-17,13,LIGHTWIRE LIMITED,608
2025-12-17,14,NZME RADIO LIMITED,594
2025-12-17,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2025-12-17,16,POWERCO LIMITED,590
2025-12-17,17,EVERY PERSON,574
2025-12-17,18,ISO LIMITED,552
2025-12-17,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-12-17,20,KIWIRAIL LTD,533
2025-12-17,21,MEDIAWORKS RADIO LIMITED,490
2025-12-17,22,DEPARTMENT OF CONSERVATION,462
2025-12-17,23,Fire and Emergency New Zealand,458
2025-12-17,24,TAIT SYSTEMS NZ LIMITED,433
2025-12-17,25,ASHLEY COMMUNICATIONS LIMITED,433
2025-12-18,1,ONE NEW ZEALAND GROUP LIMITED,10676
2025-12-18,2,SPARK NEW ZEALAND TRADING LIMITED,9987
2025-12-18,3,TWO DEGREES NETWORKS LIMITED,8792
2025-12-18,4,CHORUS NEW ZEALAND LIMITED,3599
2025-12-18,5,EONFIBRE LIMITED,2034
2025-12-18,6,VITAL LIMITED,1985
2025-12-18,7,KIWIRAIL,1823
2025-12-18,8,KORDIA LIMITED,1515
2025-12-18,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2025-12-18,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-12-18,11,ENTAIN NEW ZEALAND LIMITED,657
2025-12-18,12,SPACE OPERATIONS NEW ZEALAND LIMITED,608
2025-12-18,13,LIGHTWIRE LIMITED,608
2025-12-18,14,NZME RADIO LIMITED,594
2025-12-18,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2025-12-18,16,POWERCO LIMITED,590
2025-12-18,17,EVERY PERSON,574
2025-12-18,18,ISO LIMITED,552
2025-12-18,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-12-18,20,KIWIRAIL LTD,533
2025-12-18,21,MEDIAWORKS RADIO LIMITED,490
2025-12-18,22,DEPARTMENT OF CONSERVATION,462
2025-12-18,23,Fire and Emergency New Zealand,458
2025-12-18,24,ASHLEY COMMUNICATIONS LIMITED,434
2025-12-18,25,TAIT SYSTEMS NZ LIMITED,433
2025-12-21,1,ONE NEW ZEALAND GROUP LIMITED,10676
2025-12-21,2,SPARK NEW ZEALAND TRADING LIMITED,9989
2025-12-21,3,TWO DEGREES NETWORKS LIMITED,8792
2025-12-21,4,CHORUS NEW ZEALAND LIMITED,3599
2025-12-21,5,EONFIBRE LIMITED,2034
2025-12-21,6,VITAL LIMITED,1985
2025-12-21,7,KIWIRAIL,1823
2025-12-21,8,KORDIA LIMITED,1515
2025-12-21,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2025-12-21,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-12-21,11,ENTAIN NEW ZEALAND LIMITED,657
2025-12-21,12,SPACE OPERATIONS NEW ZEALAND LIMITED,608
2025-12-21,13,LIGHTWIRE LIMITED,608
2025-12-21,14,NZME RADIO LIMITED,594
2025-12-21,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2025-12-21,16,POWERCO LIMITED,590
2025-12-21,17,EVERY PERSON,574
2025-12-21,18,ISO LIMITED,552
2025-12-21,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-12-21,20,KIWIRAIL LTD,533
2025-12-21,21,MEDIAWORKS RADIO LIMITED,490
2025-12-21,22,DEPARTMENT OF CONSERVATION,462
2025-12-21,23,Fire and Emergency New Zealand,458
2025-12-21,24,ASHLEY COMMUNICATIONS LIMITED,434
2025-12-21,25,TAIT SYSTEMS NZ LIMITED,433
2025-12-22,1,ONE NEW ZEALAND GROUP LIMITED,10680
2025-12-22,2,SPARK NEW ZEALAND TRADING LIMITED,10028
2025-12-22,3,TWO DEGREES NETWORKS LIMITED,8841
2025-12-22,4,CHORUS NEW ZEALAND LIMITED,3599
2025-12-22,5,EONFIBRE LIMITED,2034
2025-12-22,6,VITAL LIMITED,1985
2025-12-22,7,KIWIRAIL,1823
2025-12-22,8,KORDIA LIMITED,1515
2025-12-22,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2025-12-22,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-12-22,11,ENTAIN NEW ZEALAND LIMITED,657
2025-12-22,12,SPACE OPERATIONS NEW ZEALAND LIMITED,608
2025-12-22,13,LIGHTWIRE LIMITED,608
2025-12-22,14,NZME RADIO LIMITED,594
2025-12-22,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2025-12-22,16,POWERCO LIMITED,590
2025-12-22,17,EVERY PERSON,574
2025-12-22,18,ISO LIMITED,552
2025-12-22,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-12-22,20,KIWIRAIL LTD,533
2025-12-22,21,MEDIAWORKS RADIO LIMITED,490
2025-12-22,22,DEPARTMENT OF CONSERVATION,463
2025-12-22,23,Fire and Emergency New Zealand,458
2025-12-22,24,ASHLEY COMMUNICATIONS LIMITED,434
2025-12-22,25,TAIT SYSTEMS NZ LIMITED,433
2025-12-23,1,ONE NEW ZEALAND GROUP LIMITED,10680
2025-12-23,2,SPARK NEW ZEALAND TRADING LIMITED,10035
2025-12-23,3,TWO DEGREES NETWORKS LIMITED,8841
2025-12-23,4,CHORUS NEW ZEALAND LIMITED,3599
2025-12-23,5,EONFIBRE LIMITED,2034
2025-12-23,6,VITAL LIMITED,1985
2025-12-23,7,KIWIRAIL,1823
2025-12-23,8,KORDIA LIMITED,1515
2025-12-23,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2025-12-23,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-12-23,11,ENTAIN NEW ZEALAND LIMITED,657
2025-12-23,12,SPACE OPERATIONS NEW ZEALAND LIMITED,608
2025-12-23,13,LIGHTWIRE LIMITED,608
2025-12-23,14,NZME RADIO LIMITED,594
2025-12-23,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2025-12-23,16,POWERCO LIMITED,590
2025-12-23,17,EVERY PERSON,574
2025-12-23,18,ISO LIMITED,552
2025-12-23,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-12-23,20,KIWIRAIL LTD,533
2025-12-23,21,MEDIAWORKS RADIO LIMITED,490
2025-12-23,22,DEPARTMENT OF CONSERVATION,464
2025-12-23,23,Fire and Emergency New Zealand,458
2025-12-23,24,ASHLEY COMMUNICATIONS LIMITED,434
2025-12-23,25,TAIT SYSTEMS NZ LIMITED,433
2025-12-24,1,ONE NEW ZEALAND GROUP LIMITED,10680
2025-12-24,2,SPARK NEW ZEALAND TRADING LIMITED,10035
2025-12-24,3,TWO DEGREES NETWORKS LIMITED,8841
2025-12-24,4,CHORUS NEW ZEALAND LIMITED,3599
2025-12-24,5,EONFIBRE LIMITED,2034
2025-12-24,6,VITAL LIMITED,1985
2025-12-24,7,KIWIRAIL,1823
2025-12-24,8,KORDIA LIMITED,1517
2025-12-24,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2025-12-24,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-12-24,11,ENTAIN NEW ZEALAND LIMITED,657
2025-12-24,12,SPACE OPERATIONS NEW ZEALAND LIMITED,608
2025-12-24,13,LIGHTWIRE LIMITED,608
2025-12-24,14,NZME RADIO LIMITED,594
2025-12-24,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2025-12-24,16,POWERCO LIMITED,590
2025-12-24,17,EVERY PERSON,574
2025-12-24,18,ISO LIMITED,552
2025-12-24,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-12-24,20,KIWIRAIL LTD,533
2025-12-24,21,MEDIAWORKS RADIO LIMITED,490
2025-12-24,22,DEPARTMENT OF CONSERVATION,464
2025-12-24,23,Fire and Emergency New Zealand,458
2025-12-24,24,ASHLEY COMMUNICATIONS LIMITED,434
2025-12-24,25,TAIT SYSTEMS NZ LIMITED,433
2026-01-01,1,ONE NEW ZEALAND GROUP LIMITED,10680
2026-01-01,2,SPARK NEW ZEALAND TRADING LIMITED,10035
2026-01-01,3,TWO DEGREES NETWORKS LIMITED,8841
2026-01-01,4,CHORUS NEW ZEALAND LIMITED,3599
2026-01-01,5,EONFIBRE LIMITED,2034
2026-01-01,6,VITAL LIMITED,1985
2026-01-01,7,KIWIRAIL,1823
2026-01-01,8,KORDIA LIMITED,1517
2026-01-01,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-01,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-01,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-01,12,LIGHTWIRE LIMITED,608
2026-01-01,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-01,14,NZME RADIO LIMITED,594
2026-01-01,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-01,16,POWERCO LIMITED,590
2026-01-01,17,EVERY PERSON,574
2026-01-01,18,ISO LIMITED,552
2026-01-01,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-01,20,KIWIRAIL LTD,533
2026-01-01,21,MEDIAWORKS RADIO LIMITED,490
2026-01-01,22,DEPARTMENT OF CONSERVATION,464
2026-01-01,23,Fire and Emergency New Zealand,458
2026-01-01,24,ASHLEY COMMUNICATIONS LIMITED,434
2026-01-01,25,TAIT SYSTEMS NZ LIMITED,433
2026-01-11,1,ONE NEW ZEALAND GROUP LIMITED,10680
2026-01-11,2,SPARK NEW ZEALAND TRADING LIMITED,10035
2026-01-11,3,TWO DEGREES NETWORKS LIMITED,8841
2026-01-11,4,CHORUS NEW ZEALAND LIMITED,3599
2026-01-11,5,EONFIBRE LIMITED,2034
2026-01-11,6,VITAL LIMITED,1985
2026-01-11,7,KIWIRAIL,1823
2026-01-11,8,KORDIA LIMITED,1517
2026-01-11,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-11,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-11,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-11,12,LIGHTWIRE LIMITED,608
2026-01-11,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-11,14,NZME RADIO LIMITED,594
2026-01-11,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-11,16,POWERCO LIMITED,590
2026-01-11,17,EVERY PERSON,574
2026-01-11,18,ISO LIMITED,552
2026-01-11,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-11,20,KIWIRAIL LTD,533
2026-01-11,21,MEDIAWORKS RADIO LIMITED,490
2026-01-11,22,DEPARTMENT OF CONSERVATION,464
2026-01-11,23,Fire and Emergency New Zealand,458
2026-01-11,24,ASHLEY COMMUNICATIONS LIMITED,434
2026-01-11,25,TAIT SYSTEMS NZ LIMITED,433
2026-01-12,1,ONE NEW ZEALAND GROUP LIMITED,10680
2026-01-12,2,SPARK NEW ZEALAND TRADING LIMITED,10035
2026-01-12,3,TWO DEGREES NETWORKS LIMITED,8841
2026-01-12,4,CHORUS NEW ZEALAND LIMITED,3599
2026-01-12,5,EONFIBRE LIMITED,2034
2026-01-12,6,VITAL LIMITED,1985
2026-01-12,7,KIWIRAIL,1823
2026-01-12,8,KORDIA LIMITED,1517
2026-01-12,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-12,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-12,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-12,12,LIGHTWIRE LIMITED,608
2026-01-12,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-12,14,NZME RADIO LIMITED,594
2026-01-12,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-12,16,POWERCO LIMITED,590
2026-01-12,17,EVERY PERSON,574
2026-01-12,18,ISO LIMITED,552
2026-01-12,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-12,20,KIWIRAIL LTD,533
2026-01-12,21,MEDIAWORKS RADIO LIMITED,490
2026-01-12,22,DEPARTMENT OF CONSERVATION,464
2026-01-12,23,Fire and Emergency New Zealand,458
2026-01-12,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-12,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-01-15,1,ONE NEW ZEALAND GROUP LIMITED,10682
2026-01-15,2,SPARK NEW ZEALAND TRADING LIMITED,10035
2026-01-15,3,TWO DEGREES NETWORKS LIMITED,8841
2026-01-15,4,CHORUS NEW ZEALAND LIMITED,3599
2026-01-15,5,EONFIBRE LIMITED,2034
2026-01-15,6,VITAL LIMITED,1985
2026-01-15,7,KIWIRAIL,1823
2026-01-15,8,KORDIA LIMITED,1517
2026-01-15,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-15,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-15,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-15,12,LIGHTWIRE LIMITED,608
2026-01-15,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-15,14,NZME RADIO LIMITED,594
2026-01-15,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-15,16,POWERCO LIMITED,590
2026-01-15,17,EVERY PERSON,574
2026-01-15,18,ISO LIMITED,552
2026-01-15,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-15,20,KIWIRAIL LTD,533
2026-01-15,21,MEDIAWORKS RADIO LIMITED,490
2026-01-15,22,DEPARTMENT OF CONSERVATION,464
2026-01-15,23,Fire and Emergency New Zealand,458
2026-01-15,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-15,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-01-20,1,ONE NEW ZEALAND GROUP LIMITED,10689
2026-01-20,2,SPARK NEW ZEALAND TRADING LIMITED,10035
2026-01-20,3,TWO DEGREES NETWORKS LIMITED,8841
2026-01-20,4,CHORUS NEW ZEALAND LIMITED,3599
2026-01-20,5,EONFIBRE LIMITED,2034
2026-01-20,6,VITAL LIMITED,1985
2026-01-20,7,KIWIRAIL,1823
2026-01-20,8,KORDIA LIMITED,1517
2026-01-20,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-20,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-20,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-20,12,LIGHTWIRE LIMITED,608
2026-01-20,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-20,14,NZME RADIO LIMITED,594
2026-01-20,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-20,16,POWERCO LIMITED,590
2026-01-20,17,EVERY PERSON,574
2026-01-20,18,ISO LIMITED,552
2026-01-20,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-20,20,KIWIRAIL LTD,533
2026-01-20,21,MEDIAWORKS RADIO LIMITED,490
2026-01-20,22,DEPARTMENT OF CONSERVATION,464
2026-01-20,23,Fire and Emergency New Zealand,458
2026-01-20,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-20,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-01-21,1,ONE NEW ZEALAND GROUP LIMITED,10689
2026-01-21,2,SPARK NEW ZEALAND TRADING LIMITED,10035
2026-01-21,3,TWO DEGREES NETWORKS LIMITED,8841
2026-01-21,4,CHORUS NEW ZEALAND LIMITED,3597
2026-01-21,5,EONFIBRE LIMITED,2034
2026-01-21,6,VITAL LIMITED,1981
2026-01-21,7,KIWIRAIL,1823
2026-01-21,8,KORDIA LIMITED,1517
2026-01-21,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-21,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-21,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-21,12,LIGHTWIRE LIMITED,608
2026-01-21,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-21,14,NZME RADIO LIMITED,594
2026-01-21,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-21,16,POWERCO LIMITED,590
2026-01-21,17,EVERY PERSON,574
2026-01-21,18,ISO LIMITED,552
2026-01-21,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-21,20,KIWIRAIL LTD,533
2026-01-21,21,MEDIAWORKS RADIO LIMITED,490
2026-01-21,22,DEPARTMENT OF CONSERVATION,464
2026-01-21,23,Fire and Emergency New Zealand,458
2026-01-21,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-21,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-01-22,1,ONE NEW ZEALAND GROUP LIMITED,10775
2026-01-22,2,SPARK NEW ZEALAND TRADING LIMITED,10043
2026-01-22,3,TWO DEGREES NETWORKS LIMITED,8841
2026-01-22,4,CHORUS NEW ZEALAND LIMITED,3597
2026-01-22,5,EONFIBRE LIMITED,2034
2026-01-22,6,VITAL LIMITED,1981
2026-01-22,7,KIWIRAIL,1823
2026-01-22,8,KORDIA LIMITED,1517
2026-01-22,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-22,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-22,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-22,12,LIGHTWIRE LIMITED,608
2026-01-22,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-22,14,NZME RADIO LIMITED,594
2026-01-22,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-22,16,POWERCO LIMITED,590
2026-01-22,17,EVERY PERSON,574
2026-01-22,18,ISO LIMITED,552
2026-01-22,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-22,20,KIWIRAIL LTD,533
2026-01-22,21,MEDIAWORKS RADIO LIMITED,490
2026-01-22,22,DEPARTMENT OF CONSERVATION,464
2026-01-22,23,Fire and Emergency New Zealand,458
2026-01-22,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-22,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-01-23,1,ONE NEW ZEALAND GROUP LIMITED,10775
2026-01-23,2,SPARK NEW ZEALAND TRADING LIMITED,10043
2026-01-23,3,TWO DEGREES NETWORKS LIMITED,8856
2026-01-23,4,CHORUS NEW ZEALAND LIMITED,3597
2026-01-23,5,EONFIBRE LIMITED,2034
2026-01-23,6,VITAL LIMITED,1981
2026-01-23,7,KIWIRAIL,1823
2026-01-23,8,KORDIA LIMITED,1517
2026-01-23,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-23,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-23,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-23,12,LIGHTWIRE LIMITED,608
2026-01-23,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-23,14,NZME RADIO LIMITED,594
2026-01-23,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-23,16,POWERCO LIMITED,590
2026-01-23,17,EVERY PERSON,574
2026-01-23,18,ISO LIMITED,552
2026-01-23,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-23,20,KIWIRAIL LTD,533
2026-01-23,21,MEDIAWORKS RADIO LIMITED,490
2026-01-23,22,DEPARTMENT OF CONSERVATION,464
2026-01-23,23,Fire and Emergency New Zealand,458
2026-01-23,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-23,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-01-26,1,ONE NEW ZEALAND GROUP LIMITED,10775
2026-01-26,2,SPARK NEW ZEALAND TRADING LIMITED,10043
2026-01-26,3,TWO DEGREES NETWORKS LIMITED,8856
2026-01-26,4,CHORUS NEW ZEALAND LIMITED,3597
2026-01-26,5,EONFIBRE LIMITED,2034
2026-01-26,6,VITAL LIMITED,1981
2026-01-26,7,KIWIRAIL,1823
2026-01-26,8,KORDIA LIMITED,1517
2026-01-26,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-26,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-26,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-26,12,LIGHTWIRE LIMITED,610
2026-01-26,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-26,14,NZME RADIO LIMITED,594
2026-01-26,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-26,16,POWERCO LIMITED,590
2026-01-26,17,EVERY PERSON,574
2026-01-26,18,ISO LIMITED,552
2026-01-26,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-26,20,KIWIRAIL LTD,533
2026-01-26,21,MEDIAWORKS RADIO LIMITED,490
2026-01-26,22,DEPARTMENT OF CONSERVATION,464
2026-01-26,23,Fire and Emergency New Zealand,458
2026-01-26,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-26,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-01-27,1,ONE NEW ZEALAND GROUP LIMITED,10786
2026-01-27,2,SPARK NEW ZEALAND TRADING LIMITED,10045
2026-01-27,3,TWO DEGREES NETWORKS LIMITED,8856
2026-01-27,4,CHORUS NEW ZEALAND LIMITED,3597
2026-01-27,5,EONFIBRE LIMITED,2034
2026-01-27,6,VITAL LIMITED,1981
2026-01-27,7,KIWIRAIL,1823
2026-01-27,8,KORDIA LIMITED,1517
2026-01-27,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-27,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-27,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-27,12,LIGHTWIRE LIMITED,610
2026-01-27,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-27,14,NZME RADIO LIMITED,594
2026-01-27,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-27,16,POWERCO LIMITED,590
2026-01-27,17,EVERY PERSON,574
2026-01-27,18,ISO LIMITED,552
2026-01-27,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-27,20,KIWIRAIL LTD,533
2026-01-27,21,MEDIAWORKS RADIO LIMITED,490
2026-01-27,22,DEPARTMENT OF CONSERVATION,464
2026-01-27,23,Fire and Emergency New Zealand,458
2026-01-27,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-27,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-01-28,1,ONE NEW ZEALAND GROUP LIMITED,10786
2026-01-28,2,SPARK NEW ZEALAND TRADING LIMITED,10045
2026-01-28,3,TWO DEGREES NETWORKS LIMITED,8856
2026-01-28,4,CHORUS NEW ZEALAND LIMITED,3597
2026-01-28,5,EONFIBRE LIMITED,2044
2026-01-28,6,VITAL LIMITED,1981
2026-01-28,7,KIWIRAIL,1823
2026-01-28,8,KORDIA LIMITED,1517
2026-01-28,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-28,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-28,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-28,12,LIGHTWIRE LIMITED,610
2026-01-28,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-28,14,NZME RADIO LIMITED,594
2026-01-28,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-28,16,POWERCO LIMITED,590
2026-01-28,17,EVERY PERSON,574
2026-01-28,18,ISO LIMITED,552
2026-01-28,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-28,20,KIWIRAIL LTD,533
2026-01-28,21,MEDIAWORKS RADIO LIMITED,490
2026-01-28,22,DEPARTMENT OF CONSERVATION,466
2026-01-28,23,Fire and Emergency New Zealand,458
2026-01-28,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-28,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-01-29,1,ONE NEW ZEALAND GROUP LIMITED,10786
2026-01-29,2,SPARK NEW ZEALAND TRADING LIMITED,10045
2026-01-29,3,TWO DEGREES NETWORKS LIMITED,8856
2026-01-29,4,CHORUS NEW ZEALAND LIMITED,3597
2026-01-29,5,EONFIBRE LIMITED,2044
2026-01-29,6,VITAL LIMITED,1981
2026-01-29,7,KIWIRAIL,1823
2026-01-29,8,KORDIA LIMITED,1517
2026-01-29,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-29,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-29,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-29,12,LIGHTWIRE LIMITED,610
2026-01-29,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-29,14,NZME RADIO LIMITED,594
2026-01-29,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-29,16,POWERCO LIMITED,590
2026-01-29,17,EVERY PERSON,574
2026-01-29,18,ISO LIMITED,552
2026-01-29,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-29,20,KIWIRAIL LTD,533
2026-01-29,21,MEDIAWORKS RADIO LIMITED,490
2026-01-29,22,DEPARTMENT OF CONSERVATION,468
2026-01-29,23,Fire and Emergency New Zealand,458
2026-01-29,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-29,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-01-31,1,ONE NEW ZEALAND GROUP LIMITED,10786
2026-01-31,2,SPARK NEW ZEALAND TRADING LIMITED,10003
2026-01-31,3,TWO DEGREES NETWORKS LIMITED,8856
2026-01-31,4,CHORUS NEW ZEALAND LIMITED,3597
2026-01-31,5,EONFIBRE LIMITED,2044
2026-01-31,6,VITAL LIMITED,1981
2026-01-31,7,KIWIRAIL,1823
2026-01-31,8,KORDIA LIMITED,1517
2026-01-31,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-01-31,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-01-31,11,ENTAIN NEW ZEALAND LIMITED,657
2026-01-31,12,LIGHTWIRE LIMITED,610
2026-01-31,13,SPACE OPERATIONS NEW ZEALAND LIMITED,605
2026-01-31,14,NZME RADIO LIMITED,594
2026-01-31,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,591
2026-01-31,16,POWERCO LIMITED,590
2026-01-31,17,EVERY PERSON,574
2026-01-31,18,ISO LIMITED,552
2026-01-31,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2026-01-31,20,KIWIRAIL LTD,533
2026-01-31,21,MEDIAWORKS RADIO LIMITED,490
2026-01-31,22,DEPARTMENT OF CONSERVATION,468
2026-01-31,23,Fire and Emergency New Zealand,458
2026-01-31,24,TAIT SYSTEMS NZ LIMITED,433
2026-01-31,25,ASHLEY COMMUNICATIONS LIMITED,428
2026-02-03,1,ONE NEW ZEALAND GROUP LIMITED,10786
2026-02-03,2,SPARK NEW ZEALAND TRADING LIMITED,10003
2026-02-03,3,TWO DEGREES NETWORKS LIMITED,8856
2026-02-03,4,CHORUS NEW ZEALAND LIMITED,3597
2026-02-03,5,EONFIBRE LIMITED,2050
2026-02-03,6,VITAL LIMITED,1981
2026-02-03,7,KIWIRAIL,1823
2026-02-03,8,KORDIA LIMITED,1517
2026-02-03,9,RURAL CONNECTIVITY GROUP LIMITED,1404
2026-02-03,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-02-03,11,ENTAIN NEW ZEALAND LIMITED,657
2026-02-03,12,LIGHTWIRE LIMITED,610
